4월12일
1,727,171 
506,008
161,852
147,577
124,869
122,855
78,991
70,029
47,029
28,018
24,900
24,413
22,559
20,022
15,987
13,789
13,584
10,525
10,480
10,151
8,089
8,063
7,161
6,927
6,360
6,303
6,088
6,005
5,996
5,990
5,897
5,735
4,970
4,530
4,428
4,033
3,844
3,842
3,736
3,380
3,223
2,974
2,905
2,728
2,620
2,518
2,511
2,473
2,299
2,226
2,081
