4월15일
7,909,915 
2,143,648
851,321
528,964
324,482
294,375
290,685
236,651
225,132
187,427
187,423
176,677
167,355
156,813
142,690
139,230
127,541
98,410
87,520
79,602
65,736
60,029
53,973
51,614
48,783
48,746
46,356
42,980
42,294
40,604
38,277
36,690
35,920
31,154
31,117
30,295
29,392
25,930
25,295
24,766
23,481
22,572
21,999
20,209
20,059
19,008
18,227
17,842
17,382
17,109
16,667
15,682
14,496
12,310
12,193
12,085
